KOD_ZSJ,CENTROID_X,CENTROID_Y,REPRESENTATIVE_POINT_X,REPRESENTATIVE_POINT_Y
316571,14.37488844668133,49.99198187309253,14.37520302900225,49.992268325843774
316580,14.385889003104255,49.99521142688022,14.38649276253971,49.99551159643245
316598,14.391484510367986,49.98022708955664,14.392788047033232,49.98077388728994
316601,14.38648119171776,49.96170897056019,14.386173993019781,49.961920796546295
316610,14.386795753217795,49.95387376409737,14.38996250501768,49.954722241616935
316628,14.394285110797256,49.95441196184345,14.394535357331026,49.95853884897732
316636,14.339184661090929,49.99542193695177,14.340775916490482,49.99416079569163
316644,14.323339693328126,49.99275421021592,14.324355601061264,49.992398579105775
316652,14.335906959179596,49.997552314496055,14.335574944526062,49.99825810534391
316661,14.343804245519916,50.00128480011289,14.34310150316312,50.00074221751477
316679,14.312919301905588,50.000181347120346,14.312897732960199,50.00067351808964
316687,14.304288213056322,50.004870608048215,14.304634734342216,50.00557322886468
316695,14.357132476168688,50.00346053703738,14.365366023833603,50.00287061519346
316709,14.362319718945587,50.012006897155885,14.358566638759944,50.013111942124006
316717,14.373602953097544,50.001963119393395,14.37404330717899,50.00141228104074
316725,14.371363115810214,50.009195426277174,14.371227001636122,50.00906533186236
316733,14.338858217794758,50.01498191811462,14.338948798106156,50.015063912630566
316741,14.321188437336962,50.01306046841889,14.321457730351248,50.013114079212826
316750,14.323489127664756,50.02138882044881,14.320635734792669,50.0209651585816
316768,14.37303734570943,50.02410905619487,14.372999321585672,50.02417717730658
316776,14.36480789136034,50.02499694625382,14.366645218416814,50.02395753617496
316784,14.323949473285209,50.02983962306774,14.323896334965081,50.02946326026469
316792,14.344649461996767,50.030952658536584,14.340564953232477,50.03014598151137
316806,14.340816927599677,50.03320247618683,14.340586600572266,50.033257660947854
316814,14.300881108557428,50.03092684813304,14.29831335930481,50.03118950114275
316822,14.277782179679217,50.04036103048373,14.276419466494932,50.04126811566082
316831,14.333892907531423,50.04399343311731,14.335259555884095,50.044499447525126
316849,14.332930150807078,50.05188014590696,14.332903326263164,50.05173963720538
316857,14.312343004448017,50.04872901281185,14.309362746641591,50.04874032805387
316865,14.290134278846116,50.0439999948164,14.291437084192005,50.04387711944888
316873,14.291048292208743,50.047338873115905,14.289856755260004,50.04709929293182
316881,14.298323588786944,50.04527458179747,14.29839909510692,50.04526180992336
316890,14.29848948215132,50.04804661442274,14.298439088037604,50.048075313483736
316903,14.289586732175149,50.04991635588042,14.289488131773645,50.04982983528604
